source	target	weigh	bootscore	confidence
shikimate kinase	m__hmdb00812	4.1017E-06	0.57	2.33797E-06
hgr__igj	bacteroides_vulgatus	-2.26556E-05	0.1	2.26556E-06
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb02123	-2.26556E-05	0.1	2.26556E-06
m__hmdb01257	alistipes_finegoldii	2.03663E-05	0.11	2.24029E-06
m__hmdb00089	clostridium_bartlettii	2.03663E-05	0.11	2.24029E-06
formate-c-acetyltransferase-activating enzyme	m__hmdb01895	1.38159E-05	0.16	2.21054E-06
triose-phosphate isomerase	m__hmdb03357	5.2731E-06	0.41	2.16197E-06
hgr__hla-b	eubacterium_siraeum	6.4292E-06	0.33	2.12164E-06
hgi__igj	propionibacterium_acnes	-9.6194E-06	0.2	1.92388E-06
bacterial non-heme ferritin	m__hmdb00020	-1.68356E-05	0.11	1.85192E-06
m__hmdb01991	ruminococcus_lactaris	1.78624E-05	0.1	1.78624E-06
endopeptidase clp	m__hmdb01547	1.35826E-05	0.12	1.62991E-06
week sample obtained	alistipes_shahii	-4.2185E-06	0.36	1.51866E-06
hgr__igha1	eubacterium_eligens	1.46825E-05	0.1	1.46825E-06
nadh dehydrogenase quinone	m__hmdb00725	1.00593E-05	0.13	1.30771E-06
hgr__igha1	lachnospiraceae_bacterium_7_1_58faa	8.7648E-06	0.14	1.22707E-06
hgi__atp1a1	coprococcus_catus	-8.4369E-06	0.14	1.18117E-06
methionyl aminopeptidase	m__hmdb00156	-3.0261E-06	0.35	1.05914E-06
phosphoglycerate mutase 2:3-diphosphoglycerate-dependent	m__hmdb01895	-4.2185E-06	0.25	1.05463E-06
glutamate decarboxylase	m__hmdb01547	0.000008765	0.12	1.0518E-06
phosphatidate cytidylyltransferase	m__hmdb00019	-0.000003073	0.33	1.01409E-06
superoxide dismutase	m__hmdb02123	7.4068E-06	0.12	8.88816E-07
bacterial non-heme ferritin	m__hmdb01547	-4.2185E-06	0.2	8.437E-07
week sample obtained	lachnospiraceae_bacterium_5_1_63faa	-1.0546E-06	0.79	8.33134E-07
hgi__reg1a	clostridium_citroniae	3.5904E-06	0.23	8.25792E-07
shikimate kinase	m__hmdb03357	2.1092E-06	0.35	7.3822E-07
hgr__atp1a1	pseudomonas_unclassified	3.5904E-06	0.13	4.66752E-07
m__hmdb04610	mitsuokella_unclassified	-9.485E-07	0.49	4.64765E-07
methionyl aminopeptidase	m__hmdb03357	-9.485E-07	0.48	4.5528E-07
beta-lactamase	m__hmdb00019	-9.485E-07	0.34	3.2249E-07
week sample obtained	lachnospiraceae_bacterium_8_1_57faa	-9.485E-07	0.33	3.13005E-07
phosphoglycerate kinase	m__hmdb00019	1.0243E-06	0.23	2.35589E-07
phosphoenolpyruvate carboxykinase atp	m__hmdb01169	-9.485E-07	0.18	1.7073E-07
hgi__sepp1	holdemania_unclassified	-9.485E-07	0.15	1.42275E-07
hgi__ftl	mitsuokella_unclassified	-1.0546E-06	0.13	1.37098E-07
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00019	1.0546E-06	0.11	1.16006E-07
endopeptidase clp	m__hmdb03357	1.0546E-06	0.1	1.0546E-07
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00197	-9.485E-07	0.11	1.04335E-07
week sample obtained	eggerthella_unclassified	0	0.64	0
bacterial non-heme ferritin	m__hmdb00019	0	0.12	0
